RA,ANO,NOME,proba_risco_ian,pred_risco_ian,threshold_usado,modelo_usado
RA-1336,2024,,0.436411,0,0.6,logreg
RA-1337,2024,,0.010104,0,0.6,logreg
RA-1338,2024,,0.027395,0,0.6,logreg
RA-1339,2024,,0.090134,0,0.6,logreg
RA-1340,2024,,0.000368,0,0.6,logreg
RA-1341,2024,,0.238182,0,0.6,logreg
RA-947,2024,,0.011825,0,0.6,logreg
RA-1342,2024,,0.27722,0,0.6,logreg
RA-1343,2024,,0.001794,0,0.6,logreg
RA-1344,2024,,0.003026,0,0.6,logreg
RA-945,2024,,0.296412,0,0.6,logreg
RA-946,2024,,0.151014,0,0.6,logreg
RA-1345,2024,,0.111665,0,0.6,logreg
RA-771,2024,,0.015441,0,0.6,logreg
RA-1346,2024,,0.00017,0,0.6,logreg
RA-1347,2024,,0.030564,0,0.6,logreg
RA-949,2024,,0.054668,0,0.6,logreg
RA-950,2024,,0.192919,0,0.6,logreg
RA-951,2024,,0.067467,0,0.6,logreg
RA-1002,2024,,0.279626,0,0.6,logreg
RA-774,2024,,0.044457,0,0.6,logreg
RA-749,2024,,0.090464,0,0.6,logreg
RA-929,2024,,0.154643,0,0.6,logreg
RA-930,2024,,0.262722,0,0.6,logreg
RA-787,2024,,0.162268,0,0.6,logreg
RA-1348,2024,,0.397858,0,0.6,logreg
RA-935,2024,,0.235978,0,0.6,logreg
RA-1349,2024,,0.298706,0,0.6,logreg
RA-937,2024,,0.138289,0,0.6,logreg
RA-1350,2024,,0.063096,0,0.6,logreg
RA-1351,2024,,0.203239,0,0.6,logreg
RA-959,2024,,0.208773,0,0.6,logreg
RA-1352,2024,,0.208027,0,0.6,logreg
RA-1353,2024,,0.032045,0,0.6,logreg
RA-1354,2024,,0.255185,0,0.6,logreg
RA-979,2024,,0.397254,0,0.6,logreg
RA-1355,2024,,0.303443,0,0.6,logreg
RA-971,2024,,0.109202,0,0.6,logreg
RA-972,2024,,0.439959,0,0.6,logreg
RA-965,2024,,0.017588,0,0.6,logreg
RA-973,2024,,0.043168,0,0.6,logreg
RA-1356,2024,,0.000819,0,0.6,logreg
RA-966,2024,,0.320887,0,0.6,logreg
RA-1357,2024,,0.376073,0,0.6,logreg
RA-969,2024,,0.425039,0,0.6,logreg
RA-1358,2024,,7.5e-05,0,0.6,logreg
RA-1359,2024,,0.000237,0,0.6,logreg
RA-1360,2024,,0.000107,0,0.6,logreg
RA-1361,2024,,0.001787,0,0.6,logreg
RA-975,2024,,0.291903,0,0.6,logreg
RA-1362,2024,,0.001122,0,0.6,logreg
RA-977,2024,,0.260879,0,0.6,logreg
RA-1363,2024,,0.001019,0,0.6,logreg
RA-981,2024,,0.092439,0,0.6,logreg
RA-1364,2024,,0.41788,0,0.6,logreg
RA-1365,2024,,0.380752,0,0.6,logreg
RA-1366,2024,,0.124997,0,0.6,logreg
RA-974,2024,,0.503051,0,0.6,logreg
RA-1367,2024,,0.000911,0,0.6,logreg
RA-1368,2024,,0.002201,0,0.6,logreg
RA-1369,2024,,0.000931,0,0.6,logreg
RA-978,2024,,0.370002,0,0.6,logreg
RA-1370,2024,,0.421984,0,0.6,logreg
RA-1371,2024,,0.068556,0,0.6,logreg
RA-1372,2024,,0.00037,0,0.6,logreg
RA-1373,2024,,0.175478,0,0.6,logreg
RA-1374,2024,,0.209639,0,0.6,logreg
RA-1375,2024,,0.232864,0,0.6,logreg
RA-1376,2024,,0.282138,0,0.6,logreg
RA-994,2024,,0.204161,0,0.6,logreg
RA-1377,2024,,0.000412,0,0.6,logreg
RA-1378,2024,,0.169545,0,0.6,logreg
RA-1379,2024,,0.036483,0,0.6,logreg
RA-1380,2024,,0.001176,0,0.6,logreg
RA-770,2024,,0.194984,0,0.6,logreg
RA-1381,2024,,0.000839,0,0.6,logreg
RA-1382,2024,,0.253531,0,0.6,logreg
RA-1383,2024,,0.00037,0,0.6,logreg
RA-1384,2024,,0.004793,0,0.6,logreg
RA-1385,2024,,0.412761,0,0.6,logreg
RA-1386,2024,,0.2549,0,0.6,logreg
RA-1387,2024,,0.252962,0,0.6,logreg
RA-1388,2024,,0.24382,0,0.6,logreg
RA-1389,2024,,0.002769,0,0.6,logreg
RA-1390,2024,,0.002048,0,0.6,logreg
RA-1391,2024,,0.003222,0,0.6,logreg
RA-1392,2024,,0.104966,0,0.6,logreg
RA-1393,2024,,0.001288,0,0.6,logreg
RA-990,2024,,0.964259,1,0.6,logreg
RA-1394,2024,,0.902783,1,0.6,logreg
RA-991,2024,,0.777007,1,0.6,logreg
RA-1018,2024,,0.97094,1,0.6,logreg
RA-1395,2024,,0.017602,0,0.6,logreg
RA-1396,2024,,0.908803,1,0.6,logreg
RA-1025,2024,,0.959641,1,0.6,logreg
RA-1019,2024,,0.034407,0,0.6,logreg
RA-879,2024,,0.93578,1,0.6,logreg
RA-1020,2024,,0.045913,0,0.6,logreg
RA-1021,2024,,0.936256,1,0.6,logreg
RA-1022,2024,,0.950703,1,0.6,logreg
RA-1397,2024,,0.942314,1,0.6,logreg
RA-699,2024,,0.480462,0,0.6,logreg
RA-1398,2024,,0.870927,1,0.6,logreg
RA-871,2024,,0.001495,0,0.6,logreg
RA-1399,2024,,0.766101,1,0.6,logreg
RA-873,2024,,0.468899,0,0.6,logreg
RA-898,2024,,0.907686,1,0.6,logreg
RA-750,2024,,0.012027,0,0.6,logreg
RA-899,2024,,0.009674,0,0.6,logreg
RA-878,2024,,0.406289,0,0.6,logreg
RA-893,2024,,0.011234,0,0.6,logreg
RA-1024,2024,,0.8793,1,0.6,logreg
RA-900,2024,,0.009121,0,0.6,logreg
RA-903,2024,,0.002794,0,0.6,logreg
RA-1400,2024,,0.005306,0,0.6,logreg
RA-851,2024,,0.116123,0,0.6,logreg
RA-1028,2024,,0.586438,0,0.6,logreg
RA-922,2024,,0.013777,0,0.6,logreg
RA-684,2024,,0.020685,0,0.6,logreg
RA-1031,2024,,0.357916,0,0.6,logreg
RA-892,2024,,0.02701,0,0.6,logreg
RA-1029,2024,,0.869209,1,0.6,logreg
RA-1032,2024,,0.887183,1,0.6,logreg
RA-894,2024,,0.936983,1,0.6,logreg
RA-1401,2024,,0.7838,1,0.6,logreg
RA-896,2024,,0.020012,0,0.6,logreg
RA-693,2024,,0.016052,0,0.6,logreg
RA-743,2024,,0.827512,1,0.6,logreg
RA-681,2024,,0.360178,0,0.6,logreg
RA-1035,2024,,0.938445,1,0.6,logreg
RA-850,2024,,0.939997,1,0.6,logreg
RA-1402,2024,,0.003754,0,0.6,logreg
RA-1403,2024,,0.696141,1,0.6,logreg
RA-1404,2024,,0.003953,0,0.6,logreg
RA-923,2024,,0.003502,0,0.6,logreg
RA-847,2024,,0.178927,0,0.6,logreg
RA-1405,2024,,0.003812,0,0.6,logreg
RA-1406,2024,,0.777376,1,0.6,logreg
RA-1407,2024,,0.683545,1,0.6,logreg
RA-1408,2024,,0.702195,1,0.6,logreg
RA-1409,2024,,0.7772,1,0.6,logreg
RA-1410,2024,,0.847441,1,0.6,logreg
RA-874,2024,,0.800715,1,0.6,logreg
RA-1411,2024,,0.583122,0,0.6,logreg
RA-1412,2024,,0.029477,0,0.6,logreg
RA-690,2024,,0.710654,1,0.6,logreg
RA-1413,2024,,0.683238,1,0.6,logreg
RA-1414,2024,,0.013996,0,0.6,logreg
RA-995,2024,,0.027225,0,0.6,logreg
RA-853,2024,,0.007633,0,0.6,logreg
RA-854,2024,,0.0025,0,0.6,logreg
RA-1415,2024,,0.708791,1,0.6,logreg
RA-842,2024,,0.606407,1,0.6,logreg
RA-700,2024,,0.580411,0,0.6,logreg
RA-1416,2024,,0.55067,0,0.6,logreg
RA-911,2024,,0.072209,0,0.6,logreg
RA-859,2024,,0.01181,0,0.6,logreg
RA-860,2024,,0.017326,0,0.6,logreg
RA-727,2024,,0.011685,0,0.6,logreg
RA-1417,2024,,0.750249,1,0.6,logreg
RA-910,2024,,0.006171,0,0.6,logreg
RA-840,2024,,0.011188,0,0.6,logreg
RA-926,2024,,0.786064,1,0.6,logreg
RA-1418,2024,,0.805947,1,0.6,logreg
RA-927,2024,,0.00573,0,0.6,logreg
RA-672,2024,,0.008152,0,0.6,logreg
RA-1043,2024,,0.362326,0,0.6,logreg
RA-738,2024,,0.310157,0,0.6,logreg
RA-1419,2024,,0.003725,0,0.6,logreg
RA-704,2024,,0.147299,0,0.6,logreg
RA-705,2024,,0.034976,0,0.6,logreg
RA-822,2024,,0.105996,0,0.6,logreg
RA-740,2024,,0.578812,0,0.6,logreg
RA-741,2024,,0.019237,0,0.6,logreg
RA-1420,2024,,0.042302,0,0.6,logreg
RA-709,2024,,0.086666,0,0.6,logreg
RA-1421,2024,,0.335144,0,0.6,logreg
RA-1422,2024,,0.243709,0,0.6,logreg
RA-1423,2024,,0.082147,0,0.6,logreg
RA-733,2024,,0.731475,1,0.6,logreg
RA-836,2024,,0.037854,0,0.6,logreg
RA-1424,2024,,0.253994,0,0.6,logreg
RA-1425,2024,,0.075463,0,0.6,logreg
RA-1426,2024,,0.06706,0,0.6,logreg
RA-716,2024,,0.038088,0,0.6,logreg
RA-1049,2024,,0.114731,0,0.6,logreg
RA-1427,2024,,0.575004,0,0.6,logreg
RA-1052,2024,,0.771026,1,0.6,logreg
RA-719,2024,,0.207996,0,0.6,logreg
RA-1055,2024,,0.017773,0,0.6,logreg
RA-747,2024,,0.08456,0,0.6,logreg
RA-928,2024,,0.011967,0,0.6,logreg
RA-748,2024,,0.806099,1,0.6,logreg
RA-769,2024,,0.611612,1,0.6,logreg
RA-876,2024,,0.006719,0,0.6,logreg
RA-776,2024,,0.220944,0,0.6,logreg
RA-753,2024,,0.762178,1,0.6,logreg
RA-601,2024,,0.890218,1,0.6,logreg
RA-955,2024,,0.42547,0,0.6,logreg
RA-831,2024,,0.810069,1,0.6,logreg
RA-1067,2024,,0.877575,1,0.6,logreg
RA-1058,2024,,0.793361,1,0.6,logreg
RA-757,2024,,0.804423,1,0.6,logreg
RA-794,2024,,0.002129,0,0.6,logreg
RA-960,2024,,0.262136,0,0.6,logreg
RA-587,2024,,0.164133,0,0.6,logreg
RA-826,2024,,0.940006,1,0.6,logreg
RA-789,2024,,0.006373,0,0.6,logreg
RA-1056,2024,,0.920085,1,0.6,logreg
RA-1428,2024,,0.894883,1,0.6,logreg
RA-830,2024,,0.729978,1,0.6,logreg
RA-780,2024,,0.889019,1,0.6,logreg
RA-1057,2024,,0.873488,1,0.6,logreg
RA-1062,2024,,0.933936,1,0.6,logreg
RA-1429,2024,,0.87325,1,0.6,logreg
RA-1430,2024,,0.922216,1,0.6,logreg
RA-767,2024,,0.707411,1,0.6,logreg
RA-943,2024,,0.020748,0,0.6,logreg
RA-782,2024,,0.008146,0,0.6,logreg
RA-795,2024,,0.899947,1,0.6,logreg
RA-1431,2024,,0.907689,1,0.6,logreg
RA-1432,2024,,0.923665,1,0.6,logreg
RA-1433,2024,,0.860419,1,0.6,logreg
RA-1434,2024,,0.96861,1,0.6,logreg
RA-958,2024,,0.079215,0,0.6,logreg
RA-961,2024,,0.208253,0,0.6,logreg
RA-1435,2024,,0.003401,0,0.6,logreg
RA-755,2024,,0.966404,1,0.6,logreg
RA-1436,2024,,0.759621,1,0.6,logreg
RA-1437,2024,,0.864571,1,0.6,logreg
RA-1438,2024,,0.889835,1,0.6,logreg
RA-1439,2024,,0.935564,1,0.6,logreg
RA-1440,2024,,0.821686,1,0.6,logreg
RA-1441,2024,,0.041352,0,0.6,logreg
RA-1442,2024,,0.287887,0,0.6,logreg
RA-1443,2024,,0.201773,0,0.6,logreg
RA-1444,2024,,0.406407,0,0.6,logreg
RA-956,2024,,0.20206,0,0.6,logreg
RA-952,2024,,0.029308,0,0.6,logreg
RA-939,2024,,0.585143,0,0.6,logreg
RA-953,2024,,0.007402,0,0.6,logreg
RA-954,2024,,0.004995,0,0.6,logreg
RA-792,2024,,0.158368,0,0.6,logreg
RA-1000,2024,,0.005615,0,0.6,logreg
RA-763,2024,,0.33032,0,0.6,logreg
RA-1001,2024,,0.810911,1,0.6,logreg
RA-1445,2024,,0.761356,1,0.6,logreg
RA-1446,2024,,0.001774,0,0.6,logreg
RA-768,2024,,0.551277,0,0.6,logreg
RA-1447,2024,,0.685375,1,0.6,logreg
RA-980,2024,,0.003531,0,0.6,logreg
RA-982,2024,,0.00251,0,0.6,logreg
RA-1448,2024,,0.291978,0,0.6,logreg
RA-1070,2024,,0.187233,0,0.6,logreg
RA-985,2024,,0.005385,0,0.6,logreg
RA-986,2024,,0.002023,0,0.6,logreg
RA-810,2024,,0.83161,1,0.6,logreg
RA-987,2024,,0.005383,0,0.6,logreg
RA-988,2024,,0.712266,1,0.6,logreg
RA-805,2024,,0.715894,1,0.6,logreg
RA-806,2024,,0.673679,1,0.6,logreg
RA-807,2024,,0.010908,0,0.6,logreg
RA-808,2024,,0.025136,0,0.6,logreg
RA-963,2024,,0.012227,0,0.6,logreg
RA-989,2024,,0.005808,0,0.6,logreg
RA-964,2024,,0.886884,1,0.6,logreg
RA-1449,2024,,0.789862,1,0.6,logreg
RA-801,2024,,0.404908,0,0.6,logreg
RA-1450,2024,,0.009844,0,0.6,logreg
RA-984,2024,,0.013294,0,0.6,logreg
RA-1451,2024,,0.845407,1,0.6,logreg
RA-967,2024,,0.285581,0,0.6,logreg
RA-968,2024,,0.905613,1,0.6,logreg
RA-521,2024,,0.004168,0,0.6,logreg
RA-821,2024,,0.000335,0,0.6,logreg
RA-1075,2024,,0.36757,0,0.6,logreg
RA-1048,2024,,0.010525,0,0.6,logreg
RA-1082,2024,,0.101721,0,0.6,logreg
RA-680,2024,,0.197195,0,0.6,logreg
RA-698,2024,,0.002139,0,0.6,logreg
RA-1452,2024,,0.005618,0,0.6,logreg
RA-1453,2024,,0.510369,0,0.6,logreg
RA-1454,2024,,0.003871,0,0.6,logreg
RA-1455,2024,,0.250361,0,0.6,logreg
RA-529,2024,,0.087452,0,0.6,logreg
RA-1456,2024,,0.004515,0,0.6,logreg
RA-1015,2024,,0.000162,0,0.6,logreg
RA-483,2024,,0.348358,0,0.6,logreg
RA-497,2024,,0.017575,0,0.6,logreg
RA-1457,2024,,0.219546,0,0.6,logreg
RA-688,2024,,0.021941,0,0.6,logreg
RA-696,2024,,0.003467,0,0.6,logreg
RA-1458,2024,,0.145341,0,0.6,logreg
RA-1034,2024,,0.005266,0,0.6,logreg
RA-491,2024,,0.42085,0,0.6,logreg
RA-1027,2024,,0.003619,0,0.6,logreg
RA-1023,2024,,0.027733,0,0.6,logreg
RA-686,2024,,0.003494,0,0.6,logreg
RA-480,2024,,0.002272,0,0.6,logreg
RA-1459,2024,,0.424379,0,0.6,logreg
RA-1460,2024,,0.000482,0,0.6,logreg
RA-1017,2024,,0.003615,0,0.6,logreg
RA-499,2024,,0.003974,0,0.6,logreg
RA-514,2024,,0.000213,0,0.6,logreg
RA-1461,2024,,0.328838,0,0.6,logreg
RA-1462,2024,,0.508074,0,0.6,logreg
RA-1463,2024,,0.011027,0,0.6,logreg
RA-1464,2024,,0.54013,0,0.6,logreg
RA-687,2024,,0.004742,0,0.6,logreg
RA-1030,2024,,0.005722,0,0.6,logreg
RA-1465,2024,,0.711609,1,0.6,logreg
RA-522,2024,,0.006392,0,0.6,logreg
RA-501,2024,,0.007285,0,0.6,logreg
RA-1466,2024,,0.003553,0,0.6,logreg
RA-502,2024,,0.014047,0,0.6,logreg
RA-1467,2024,,0.008438,0,0.6,logreg
RA-1468,2024,,0.001532,0,0.6,logreg
RA-527,2024,,0.001465,0,0.6,logreg
RA-1469,2024,,0.728167,1,0.6,logreg
RA-1470,2024,,0.157677,0,0.6,logreg
RA-1471,2024,,0.521665,0,0.6,logreg
RA-710,2024,,0.437389,0,0.6,logreg
RA-1472,2024,,0.0062,0,0.6,logreg
RA-837,2024,,0.004502,0,0.6,logreg
RA-549,2024,,0.113807,0,0.6,logreg
RA-571,2024,,0.085282,0,0.6,logreg
RA-731,2024,,0.034456,0,0.6,logreg
RA-706,2024,,0.000911,0,0.6,logreg
RA-707,2024,,0.133537,0,0.6,logreg
RA-1044,2024,,0.001952,0,0.6,logreg
RA-1054,2024,,0.218435,0,0.6,logreg
RA-721,2024,,0.00665,0,0.6,logreg
RA-1473,2024,,0.170832,0,0.6,logreg
RA-735,2024,,0.843634,1,0.6,logreg
RA-712,2024,,0.253405,0,0.6,logreg
RA-1103,2024,,0.009334,0,0.6,logreg
RA-570,2024,,0.362444,0,0.6,logreg
RA-713,2024,,0.003877,0,0.6,logreg
RA-714,2024,,0.641398,1,0.6,logreg
RA-737,2024,,0.007691,0,0.6,logreg
RA-1474,2024,,0.002359,0,0.6,logreg
RA-1036,2024,,0.003941,0,0.6,logreg
RA-576,2024,,0.013185,0,0.6,logreg
RA-577,2024,,0.316706,0,0.6,logreg
RA-580,2024,,0.780778,1,0.6,logreg
RA-581,2024,,0.654864,1,0.6,logreg
RA-841,2024,,0.153465,0,0.6,logreg
RA-730,2024,,0.011868,0,0.6,logreg
RA-855,2024,,0.005043,0,0.6,logreg
RA-820,2024,,0.002712,0,0.6,logreg
RA-715,2024,,0.000183,0,0.6,logreg
RA-1038,2024,,0.004929,0,0.6,logreg
RA-1475,2024,,0.002393,0,0.6,logreg
RA-1039,2024,,0.712198,1,0.6,logreg
RA-745,2024,,0.016534,0,0.6,logreg
RA-718,2024,,0.023173,0,0.6,logreg
RA-1040,2024,,0.808978,1,0.6,logreg
RA-746,2024,,0.008173,0,0.6,logreg
RA-1069,2024,,0.004136,0,0.6,logreg
RA-1476,2024,,0.011191,0,0.6,logreg
RA-827,2024,,0.003064,0,0.6,logreg
RA-1477,2024,,0.000936,0,0.6,logreg
RA-762,2024,,0.113027,0,0.6,logreg
RA-778,2024,,0.00179,0,0.6,logreg
RA-591,2024,,0.258417,0,0.6,logreg
RA-1478,2024,,0.000731,0,0.6,logreg
RA-829,2024,,0.04143,0,0.6,logreg
RA-1479,2024,,0.00028,0,0.6,logreg
RA-1480,2024,,0.533125,0,0.6,logreg
RA-438,2024,,0.829429,1,0.6,logreg
RA-607,2024,,0.002637,0,0.6,logreg
RA-1481,2024,,0.20971,0,0.6,logreg
RA-1482,2024,,0.20284,0,0.6,logreg
RA-1483,2024,,0.000789,0,0.6,logreg
RA-1484,2024,,0.757989,1,0.6,logreg
RA-1485,2024,,0.480747,0,0.6,logreg
RA-1486,2024,,0.001506,0,0.6,logreg
RA-597,2024,,0.004608,0,0.6,logreg
RA-624,2024,,0.002754,0,0.6,logreg
RA-1487,2024,,0.696386,1,0.6,logreg
RA-1488,2024,,0.00051,0,0.6,logreg
RA-1489,2024,,0.405111,0,0.6,logreg
RA-600,2024,,0.003742,0,0.6,logreg
RA-663,2024,,0.424855,0,0.6,logreg
RA-1490,2024,,0.620235,1,0.6,logreg
RA-1491,2024,,0.004762,0,0.6,logreg
RA-1066,2024,,0.005001,0,0.6,logreg
RA-630,2024,,0.002642,0,0.6,logreg
RA-1492,2024,,0.043225,0,0.6,logreg
RA-834,2024,,0.01648,0,0.6,logreg
RA-784,2024,,0.08288,0,0.6,logreg
RA-1059,2024,,0.065923,0,0.6,logreg
RA-612,2024,,0.089814,0,0.6,logreg
RA-1060,2024,,0.000973,0,0.6,logreg
RA-761,2024,,0.019875,0,0.6,logreg
RA-1493,2024,,0.360863,0,0.6,logreg
RA-665,2024,,0.443125,0,0.6,logreg
RA-1115,2024,,0.000554,0,0.6,logreg
RA-1061,2024,,0.05095,0,0.6,logreg
RA-1494,2024,,0.002177,0,0.6,logreg
RA-1495,2024,,0.015325,0,0.6,logreg
RA-606,2024,,0.001041,0,0.6,logreg
RA-594,2024,,0.002017,0,0.6,logreg
RA-1496,2024,,0.001043,0,0.6,logreg
RA-1497,2024,,0.001495,0,0.6,logreg
RA-1498,2024,,0.652094,1,0.6,logreg
RA-1499,2024,,0.003,0,0.6,logreg
RA-788,2024,,0.012282,0,0.6,logreg
RA-1500,2024,,0.003517,0,0.6,logreg
RA-777,2024,,0.003154,0,0.6,logreg
RA-1063,2024,,0.581967,0,0.6,logreg
RA-664,2024,,0.002138,0,0.6,logreg
RA-1501,2024,,0.002008,0,0.6,logreg
RA-764,2024,,0.014068,0,0.6,logreg
RA-1064,2024,,0.018219,0,0.6,logreg
RA-1065,2024,,0.013552,0,0.6,logreg
RA-1502,2024,,0.325576,0,0.6,logreg
RA-781,2024,,0.005876,0,0.6,logreg
RA-608,2024,,0.000385,0,0.6,logreg
RA-796,2024,,0.525559,0,0.6,logreg
RA-797,2024,,0.272159,0,0.6,logreg
RA-636,2024,,0.000215,0,0.6,logreg
RA-1140,2024,,0.002327,0,0.6,logreg
RA-1503,2024,,0.43441,0,0.6,logreg
RA-814,2024,,0.005847,0,0.6,logreg
RA-637,2024,,0.003874,0,0.6,logreg
RA-652,2024,,0.002578,0,0.6,logreg
RA-816,2024,,0.021127,0,0.6,logreg
RA-1504,2024,,0.167689,0,0.6,logreg
RA-638,2024,,0.000314,0,0.6,logreg
RA-1505,2024,,0.355634,0,0.6,logreg
RA-643,2024,,0.192082,0,0.6,logreg
RA-645,2024,,0.00245,0,0.6,logreg
RA-1068,2024,,0.019275,0,0.6,logreg
RA-798,2024,,0.023692,0,0.6,logreg
RA-799,2024,,0.002971,0,0.6,logreg
RA-1506,2024,,0.00157,0,0.6,logreg
RA-802,2024,,0.004476,0,0.6,logreg
RA-1507,2024,,0.049756,0,0.6,logreg
RA-1071,2024,,0.022511,0,0.6,logreg
RA-1508,2024,,0.004337,0,0.6,logreg
RA-1509,2024,,0.0035,0,0.6,logreg
RA-1510,2024,,0.025854,0,0.6,logreg
RA-785,2024,,0.016153,0,0.6,logreg
RA-1511,2024,,0.010248,0,0.6,logreg
RA-752,2024,,0.093825,0,0.6,logreg
RA-790,2024,,0.340967,0,0.6,logreg
RA-590,2024,,0.440128,0,0.6,logreg
RA-1512,2024,,0.002673,0,0.6,logreg
RA-472,2024,,0.129966,0,0.6,logreg
RA-628,2024,,0.753144,1,0.6,logreg
RA-1513,2024,,0.23839,0,0.6,logreg
RA-1514,2024,,0.001786,0,0.6,logreg
RA-629,2024,,0.001687,0,0.6,logreg
RA-832,2024,,0.004162,0,0.6,logreg
RA-1515,2024,,0.378176,0,0.6,logreg
RA-833,2024,,0.007681,0,0.6,logreg
RA-819,2024,,0.032096,0,0.6,logreg
RA-1073,2024,,0.000427,0,0.6,logreg
RA-494,2024,,0.007279,0,0.6,logreg
RA-484,2024,,1.6e-05,0,0.6,logreg
RA-496,2024,,0.00048,0,0.6,logreg
RA-1516,2024,,0.020036,0,0.6,logreg
RA-1143,2024,,0.577581,0,0.6,logreg
RA-1517,2024,,0.119596,0,0.6,logreg
RA-1518,2024,,0.168058,0,0.6,logreg
RA-227,2024,,0.00183,0,0.6,logreg
RA-487,2024,,0.021555,0,0.6,logreg
RA-1076,2024,,0.000897,0,0.6,logreg
RA-1084,2024,,0.000692,0,0.6,logreg
RA-1519,2024,,0.018914,0,0.6,logreg
RA-490,2024,,0.004523,0,0.6,logreg
RA-346,2024,,0.012886,0,0.6,logreg
RA-546,2024,,0.000309,0,0.6,logreg
RA-1087,2024,,0.000477,0,0.6,logreg
RA-493,2024,,0.003423,0,0.6,logreg
RA-1520,2024,,0.524517,0,0.6,logreg
RA-1072,2024,,0.008207,0,0.6,logreg
RA-1521,2024,,0.222309,0,0.6,logreg
RA-536,2024,,0.010913,0,0.6,logreg
RA-1079,2024,,0.000374,0,0.6,logreg
RA-331,2024,,0.075889,0,0.6,logreg
RA-1522,2024,,0.003584,0,0.6,logreg
RA-1096,2024,,0.068464,0,0.6,logreg
RA-513,2024,,0.07108,0,0.6,logreg
RA-531,2024,,0.014237,0,0.6,logreg
RA-1523,2024,,0.064658,0,0.6,logreg
RA-1524,2024,,0.375013,0,0.6,logreg
RA-1147,2024,,0.166478,0,0.6,logreg
RA-479,2024,,0.167754,0,0.6,logreg
RA-517,2024,,0.00067,0,0.6,logreg
RA-325,2024,,0.005323,0,0.6,logreg
RA-1525,2024,,0.00792,0,0.6,logreg
RA-518,2024,,0.000924,0,0.6,logreg
RA-1146,2024,,0.044611,0,0.6,logreg
RA-530,2024,,0.001801,0,0.6,logreg
RA-524,2024,,0.005527,0,0.6,logreg
RA-578,2024,,0.19001,0,0.6,logreg
RA-526,2024,,0.741322,1,0.6,logreg
RA-528,2024,,0.001812,0,0.6,logreg
RA-516,2024,,0.040185,0,0.6,logreg
RA-534,2024,,0.001359,0,0.6,logreg
RA-1097,2024,,0.178184,0,0.6,logreg
RA-360,2024,,0.219157,0,0.6,logreg
RA-1526,2024,,0.004779,0,0.6,logreg
RA-1077,2024,,0.001228,0,0.6,logreg
RA-508,2024,,0.003246,0,0.6,logreg
RA-363,2024,,0.004968,0,0.6,logreg
RA-340,2024,,0.000372,0,0.6,logreg
RA-1527,2024,,0.008564,0,0.6,logreg
RA-509,2024,,0.001565,0,0.6,logreg
RA-500,2024,,0.012227,0,0.6,logreg
RA-1528,2024,,0.004497,0,0.6,logreg
RA-1089,2024,,0.002177,0,0.6,logreg
RA-1090,2024,,0.00448,0,0.6,logreg
RA-503,2024,,0.018556,0,0.6,logreg
RA-1093,2024,,0.017458,0,0.6,logreg
RA-1094,2024,,0.008525,0,0.6,logreg
RA-1095,2024,,9.9e-05,0,0.6,logreg
RA-1098,2024,,0.000296,0,0.6,logreg
RA-1106,2024,,0.000531,0,0.6,logreg
RA-568,2024,,0.02543,0,0.6,logreg
RA-558,2024,,0.006785,0,0.6,logreg
RA-559,2024,,2.7e-05,0,0.6,logreg
RA-1529,2024,,0.123877,0,0.6,logreg
RA-1111,2024,,0.000126,0,0.6,logreg
RA-1108,2024,,4.3e-05,0,0.6,logreg
RA-542,2024,,7.9e-05,0,0.6,logreg
RA-543,2024,,0.009342,0,0.6,logreg
RA-1530,2024,,7.4e-05,0,0.6,logreg
RA-555,2024,,0.031689,0,0.6,logreg
RA-1531,2024,,0.32479,0,0.6,logreg
RA-1099,2024,,0.000453,0,0.6,logreg
RA-1154,2024,,0.564146,0,0.6,logreg
RA-1100,2024,,0.000513,0,0.6,logreg
RA-381,2024,,0.100558,0,0.6,logreg
RA-364,2024,,0.002259,0,0.6,logreg
RA-539,2024,,0.005925,0,0.6,logreg
RA-573,2024,,0.00176,0,0.6,logreg
RA-1107,2024,,0.00091,0,0.6,logreg
RA-368,2024,,0.215192,0,0.6,logreg
RA-387,2024,,0.067942,0,0.6,logreg
RA-556,2024,,0.000535,0,0.6,logreg
RA-389,2024,,0.0007,0,0.6,logreg
RA-390,2024,,0.000101,0,0.6,logreg
RA-376,2024,,0.268122,0,0.6,logreg
RA-584,2024,,0.000171,0,0.6,logreg
RA-535,2024,,0.002152,0,0.6,logreg
RA-547,2024,,0.00038,0,0.6,logreg
RA-557,2024,,0.055722,0,0.6,logreg
RA-548,2024,,0.000608,0,0.6,logreg
RA-1102,2024,,0.006187,0,0.6,logreg
RA-1532,2024,,0.195102,0,0.6,logreg
RA-538,2024,,0.089175,0,0.6,logreg
RA-365,2024,,0.01214,0,0.6,logreg
RA-563,2024,,0.002999,0,0.6,logreg
RA-1157,2024,,0.823781,1,0.6,logreg
RA-258,2024,,0.000208,0,0.6,logreg
RA-369,2024,,0.000254,0,0.6,logreg
RA-375,2024,,0.002324,0,0.6,logreg
RA-1533,2024,,0.006475,0,0.6,logreg
RA-1534,2024,,0.001464,0,0.6,logreg
RA-1160,2024,,0.107619,0,0.6,logreg
RA-562,2024,,0.001716,0,0.6,logreg
RA-1112,2024,,0.000105,0,0.6,logreg
RA-1535,2024,,0.00129,0,0.6,logreg
RA-1536,2024,,0.541295,0,0.6,logreg
RA-357,2024,,0.663206,1,0.6,logreg
RA-583,2024,,0.00079,0,0.6,logreg
