RA,ANO,NOME,proba_risco_ian,pred_risco_ian,threshold_usado,modelo_usado
RA-619,2023,,0.010853,0,0.6,logreg
RA-620,2023,,0.644335,1,0.6,logreg
RA-1126,2023,,0.876758,1,0.6,logreg
RA-1127,2023,,0.003878,0,0.6,logreg
RA-1128,2023,,0.218793,0,0.6,logreg
RA-1129,2023,,0.003121,0,0.6,logreg
RA-1130,2023,,0.001379,0,0.6,logreg
RA-1131,2023,,0.801812,1,0.6,logreg
RA-1132,2023,,0.270628,0,0.6,logreg
RA-1133,2023,,0.005746,0,0.6,logreg
RA-1134,2023,,0.004206,0,0.6,logreg
RA-618,2023,,0.193727,0,0.6,logreg
RA-631,2023,,0.438584,0,0.6,logreg
RA-646,2023,,0.751532,1,0.6,logreg
RA-451,2023,,0.704255,1,0.6,logreg
RA-1135,2023,,0.004401,0,0.6,logreg
RA-649,2023,,0.752354,1,0.6,logreg
RA-651,2023,,0.005099,0,0.6,logreg
RA-1136,2023,,0.3692,0,0.6,logreg
RA-653,2023,,0.828568,1,0.6,logreg
RA-456,2023,,0.929679,1,0.6,logreg
RA-655,2023,,0.7027,1,0.6,logreg
RA-656,2023,,0.283706,0,0.6,logreg
RA-657,2023,,0.697746,1,0.6,logreg
RA-644,2023,,0.20617,0,0.6,logreg
RA-461,2023,,0.705875,1,0.6,logreg
RA-632,2023,,0.005136,0,0.6,logreg
RA-633,2023,,0.25965,0,0.6,logreg
RA-1137,2023,,0.010374,0,0.6,logreg
RA-1138,2023,,0.717905,1,0.6,logreg
RA-1139,2023,,0.003223,0,0.6,logreg
RA-1140,2023,,0.001843,0,0.6,logreg
RA-445,2023,,0.760344,1,0.6,logreg
RA-1141,2023,,0.324008,0,0.6,logreg
RA-639,2023,,0.001645,0,0.6,logreg
RA-1142,2023,,0.005498,0,0.6,logreg
RA-642,2023,,0.00401,0,0.6,logreg
RA-658,2023,,0.003653,0,0.6,logreg
RA-588,2023,,0.016163,0,0.6,logreg
RA-662,2023,,0.152332,0,0.6,logreg
RA-403,2023,,0.722046,1,0.6,logreg
RA-591,2023,,0.413808,0,0.6,logreg
RA-592,2023,,0.010695,0,0.6,logreg
RA-602,2023,,0.848902,1,0.6,logreg
RA-666,2023,,0.00984,0,0.6,logreg
RA-667,2023,,0.272277,0,0.6,logreg
RA-422,2023,,0.207295,0,0.6,logreg
RA-595,2023,,0.096209,0,0.6,logreg
RA-423,2023,,0.126807,0,0.6,logreg
RA-669,2023,,0.001182,0,0.6,logreg
RA-670,2023,,0.00509,0,0.6,logreg
RA-609,2023,,0.089456,0,0.6,logreg
RA-326,2023,,0.00242,0,0.6,logreg
RA-179,2023,,0.0008,0,0.6,logreg
RA-1143,2023,,0.004238,0,0.6,logreg
RA-330,2023,,0.001545,0,0.6,logreg
RA-332,2023,,0.250983,0,0.6,logreg
RA-199,2023,,0.38485,0,0.6,logreg
RA-1144,2023,,0.000976,0,0.6,logreg
RA-352,2023,,0.00069,0,0.6,logreg
RA-1145,2023,,0.005261,0,0.6,logreg
RA-1146,2023,,0.033862,0,0.6,logreg
RA-331,2023,,0.000188,0,0.6,logreg
RA-227,2023,,0.000845,0,0.6,logreg
RA-247,2023,,0.000409,0,0.6,logreg
RA-343,2023,,0.023908,0,0.6,logreg
RA-1147,2023,,0.102048,0,0.6,logreg
RA-345,2023,,0.061883,0,0.6,logreg
RA-336,2023,,0.164705,0,0.6,logreg
RA-346,2023,,0.002257,0,0.6,logreg
RA-1148,2023,,0.000989,0,0.6,logreg
RA-1149,2023,,0.267648,0,0.6,logreg
RA-1150,2023,,0.656579,1,0.6,logreg
RA-1151,2023,,0.000667,0,0.6,logreg
RA-356,2023,,4.1e-05,0,0.6,logreg
RA-1152,2023,,0.106126,0,0.6,logreg
RA-221,2023,,0.024754,0,0.6,logreg
RA-359,2023,,0.000499,0,0.6,logreg
RA-360,2023,,0.000207,0,0.6,logreg
RA-338,2023,,0.000638,0,0.6,logreg
RA-339,2023,,0.000529,0,0.6,logreg
RA-353,2023,,0.00108,0,0.6,logreg
RA-1153,2023,,0.313968,0,0.6,logreg
RA-183,2023,,0.43081,0,0.6,logreg
RA-342,2023,,0.092936,0,0.6,logreg
RA-187,2023,,0.001215,0,0.6,logreg
RA-190,2023,,0.112722,0,0.6,logreg
RA-347,2023,,0.000635,0,0.6,logreg
RA-234,2023,,2.8e-05,0,0.6,logreg
RA-1154,2023,,0.000166,0,0.6,logreg
RA-249,2023,,0.006951,0,0.6,logreg
RA-380,2023,,0.02084,0,0.6,logreg
RA-250,2023,,0.000329,0,0.6,logreg
RA-367,2023,,0.000146,0,0.6,logreg
RA-1155,2023,,0.112123,0,0.6,logreg
RA-1156,2023,,0.000161,0,0.6,logreg
RA-368,2023,,0.082808,0,0.6,logreg
RA-387,2023,,0.023755,0,0.6,logreg
RA-388,2023,,0.012381,0,0.6,logreg
RA-374,2023,,0.000141,0,0.6,logreg
RA-377,2023,,6e-05,0,0.6,logreg
RA-223,2023,,0.021643,0,0.6,logreg
RA-236,2023,,6.7e-05,0,0.6,logreg
RA-362,2023,,2.3e-05,0,0.6,logreg
RA-381,2023,,0.055614,0,0.6,logreg
RA-364,2023,,0.000233,0,0.6,logreg
RA-382,2023,,0.01096,0,0.6,logreg
RA-383,2023,,0.000363,0,0.6,logreg
RA-384,2023,,9.5e-05,0,0.6,logreg
RA-1157,2023,,0.069266,0,0.6,logreg
RA-386,2023,,0.049474,0,0.6,logreg
RA-260,2023,,8e-05,0,0.6,logreg
RA-390,2023,,6.1e-05,0,0.6,logreg
RA-1158,2023,,0.025611,0,0.6,logreg
RA-391,2023,,5.6e-05,0,0.6,logreg
RA-1159,2023,,0.000127,0,0.6,logreg
RA-392,2023,,0.014341,0,0.6,logreg
RA-1160,2023,,6.9e-05,0,0.6,logreg
RA-1161,2023,,0.000544,0,0.6,logreg
RA-395,2023,,0.000352,0,0.6,logreg
RA-450,2023,,0.156901,0,0.6,logreg
RA-463,2023,,9.5e-05,0,0.6,logreg
RA-298,2023,,0.138624,0,0.6,logreg
RA-464,2023,,0.040875,0,0.6,logreg
RA-465,2023,,0.001277,0,0.6,logreg
RA-442,2023,,0.000183,0,0.6,logreg
RA-300,2023,,0.044314,0,0.6,logreg
RA-467,2023,,0.072049,0,0.6,logreg
RA-468,2023,,0.086724,0,0.6,logreg
RA-1162,2023,,0.000486,0,0.6,logreg
RA-470,2023,,0.076337,0,0.6,logreg
RA-474,2023,,0.090539,0,0.6,logreg
RA-476,2023,,9.1e-05,0,0.6,logreg
RA-478,2023,,9.5e-05,0,0.6,logreg
RA-410,2023,,0.013907,0,0.6,logreg
RA-411,2023,,0.00049,0,0.6,logreg
RA-412,2023,,0.000357,0,0.6,logreg
RA-400,2023,,0.082992,0,0.6,logreg
RA-414,2023,,0.000331,0,0.6,logreg
RA-415,2023,,0.000218,0,0.6,logreg
RA-1163,2023,,0.285209,0,0.6,logreg
RA-273,2023,,0.057206,0,0.6,logreg
RA-471,2023,,0.000189,0,0.6,logreg
RA-416,2023,,0.001493,0,0.6,logreg
RA-417,2023,,0.0005,0,0.6,logreg
RA-305,2023,,0.030996,0,0.6,logreg
RA-418,2023,,0.002748,0,0.6,logreg
RA-419,2023,,0.001142,0,0.6,logreg
RA-421,2023,,0.00105,0,0.6,logreg
RA-407,2023,,0.235614,0,0.6,logreg
RA-425,2023,,0.001127,0,0.6,logreg
RA-426,2023,,0.02179,0,0.6,logreg
RA-430,2023,,0.165019,0,0.6,logreg
RA-1164,2023,,0.000102,0,0.6,logreg
RA-1165,2023,,0.00021,0,0.6,logreg
RA-432,2023,,0.019283,0,0.6,logreg
RA-303,2023,,0.025253,0,0.6,logreg
RA-420,2023,,0.000323,0,0.6,logreg
RA-1166,2023,,0.025943,0,0.6,logreg
RA-1167,2023,,0.177248,0,0.6,logreg
RA-424,2023,,0.000319,0,0.6,logreg
RA-398,2023,,0.00051,0,0.6,logreg
RA-399,2023,,0.000144,0,0.6,logreg
RA-428,2023,,0.000562,0,0.6,logreg
RA-315,2023,,0.090038,0,0.6,logreg
RA-402,2023,,2.6e-05,0,0.6,logreg
RA-1168,2023,,0.000107,0,0.6,logreg
RA-613,2023,,0.026167,0,0.6,logreg
RA-304,2023,,0.016159,0,0.6,logreg
RA-457,2023,,0.000144,0,0.6,logreg
RA-307,2023,,0.007619,0,0.6,logreg
RA-283,2023,,0.031847,0,0.6,logreg
RA-459,2023,,0.000179,0,0.6,logreg
RA-440,2023,,7.9e-05,0,0.6,logreg
RA-443,2023,,0.040449,0,0.6,logreg
RA-454,2023,,0.001431,0,0.6,logreg
RA-444,2023,,0.000158,0,0.6,logreg
RA-170,2023,,0.023098,0,0.6,logreg
RA-1169,2023,,0.054757,0,0.6,logreg
RA-458,2023,,0.004443,0,0.6,logreg
RA-1170,2023,,0.011331,0,0.6,logreg
RA-1171,2023,,0.283603,0,0.6,logreg
RA-449,2023,,4.6e-05,0,0.6,logreg
RA-462,2023,,0.001674,0,0.6,logreg
RA-176,2023,,0.000465,0,0.6,logreg
RA-178,2023,,0.000258,0,0.6,logreg
RA-193,2023,,0.001506,0,0.6,logreg
RA-1172,2023,,0.047012,0,0.6,logreg
RA-180,2023,,0.002093,0,0.6,logreg
RA-181,2023,,0.00032,0,0.6,logreg
RA-195,2023,,0.00047,0,0.6,logreg
RA-196,2023,,0.001429,0,0.6,logreg
RA-211,2023,,0.00046,0,0.6,logreg
RA-197,2023,,0.001534,0,0.6,logreg
RA-229,2023,,0.001585,0,0.6,logreg
RA-186,2023,,0.000515,0,0.6,logreg
RA-189,2023,,0.00067,0,0.6,logreg
RA-191,2023,,0.000775,0,0.6,logreg
RA-1173,2023,,0.000406,0,0.6,logreg
RA-217,2023,,0.106057,0,0.6,logreg
RA-1174,2023,,0.237775,0,0.6,logreg
RA-192,2023,,0.020635,0,0.6,logreg
RA-184,2023,,0.001419,0,0.6,logreg
RA-200,2023,,0.034391,0,0.6,logreg
RA-1175,2023,,0.379007,0,0.6,logreg
RA-204,2023,,0.000398,0,0.6,logreg
RA-1176,2023,,0.004148,0,0.6,logreg
RA-1177,2023,,0.00075,0,0.6,logreg
RA-215,2023,,9.8e-05,0,0.6,logreg
RA-1178,2023,,0.046121,0,0.6,logreg
RA-149,2023,,0.008855,0,0.6,logreg
RA-1179,2023,,0.016212,0,0.6,logreg
RA-218,2023,,0.078399,0,0.6,logreg
RA-220,2023,,7.4e-05,0,0.6,logreg
RA-202,2023,,0.027405,0,0.6,logreg
RA-1180,2023,,0.060262,0,0.6,logreg
RA-1181,2023,,3.4e-05,0,0.6,logreg
RA-1182,2023,,0.008894,0,0.6,logreg
RA-205,2023,,0.019861,0,0.6,logreg
RA-1183,2023,,0.012364,0,0.6,logreg
RA-237,2023,,0.263713,0,0.6,logreg
RA-147,2023,,0.03525,0,0.6,logreg
RA-240,2023,,2.4e-05,0,0.6,logreg
RA-1184,2023,,0.064134,0,0.6,logreg
RA-241,2023,,0.472923,0,0.6,logreg
RA-242,2023,,0.001213,0,0.6,logreg
RA-138,2023,,0.007613,0,0.6,logreg
RA-244,2023,,0.001416,0,0.6,logreg
RA-245,2023,,0.522749,0,0.6,logreg
RA-246,2023,,0.000698,0,0.6,logreg
RA-141,2023,,0.017833,0,0.6,logreg
RA-239,2023,,0.011527,0,0.6,logreg
RA-1185,2023,,0.000495,0,0.6,logreg
RA-262,2023,,0.00483,0,0.6,logreg
RA-1186,2023,,0.014457,0,0.6,logreg
RA-397,2023,,0.015052,0,0.6,logreg
RA-1187,2023,,6.8e-05,0,0.6,logreg
RA-145,2023,,0.322844,0,0.6,logreg
RA-1188,2023,,0.046535,0,0.6,logreg
RA-265,2023,,0.000124,0,0.6,logreg
RA-254,2023,,0.07256,0,0.6,logreg
RA-267,2023,,0.006749,0,0.6,logreg
RA-1189,2023,,0.045713,0,0.6,logreg
RA-295,2023,,0.271461,0,0.6,logreg
RA-269,2023,,0.000517,0,0.6,logreg
RA-313,2023,,9.7e-05,0,0.6,logreg
RA-1190,2023,,3.9e-05,0,0.6,logreg
RA-301,2023,,9e-06,0,0.6,logreg
RA-286,2023,,0.048833,0,0.6,logreg
RA-1191,2023,,9e-06,0,0.6,logreg
RA-1192,2023,,0.036172,0,0.6,logreg
RA-174,2023,,0.003134,0,0.6,logreg
RA-1193,2023,,1.8e-05,0,0.6,logreg
RA-308,2023,,3.9e-05,0,0.6,logreg
RA-152,2023,,0.010556,0,0.6,logreg
RA-270,2023,,0.001143,0,0.6,logreg
RA-271,2023,,0.016749,0,0.6,logreg
RA-299,2023,,0.000176,0,0.6,logreg
RA-316,2023,,0.000284,0,0.6,logreg
RA-318,2023,,0.027884,0,0.6,logreg
RA-274,2023,,0.000825,0,0.6,logreg
RA-320,2023,,0.000285,0,0.6,logreg
RA-277,2023,,0.229304,0,0.6,logreg
RA-278,2023,,0.001342,0,0.6,logreg
RA-291,2023,,0.000856,0,0.6,logreg
RA-306,2023,,0.049983,0,0.6,logreg
RA-279,2023,,0.001304,0,0.6,logreg
RA-280,2023,,0.000302,0,0.6,logreg
RA-276,2023,,4e-05,0,0.6,logreg
RA-285,2023,,0.14104,0,0.6,logreg
RA-1194,2023,,0.000713,0,0.6,logreg
RA-287,2023,,0.004557,0,0.6,logreg
RA-319,2023,,0.002004,0,0.6,logreg
RA-321,2023,,0.001092,0,0.6,logreg
RA-1195,2023,,0.419238,0,0.6,logreg
RA-159,2023,,0.017661,0,0.6,logreg
RA-322,2023,,0.000176,0,0.6,logreg
RA-251,2023,,0.046025,0,0.6,logreg
RA-116,2023,,0.012193,0,0.6,logreg
RA-103,2023,,0.001008,0,0.6,logreg
RA-42,2023,,0.040622,0,0.6,logreg
RA-121,2023,,0.04603,0,0.6,logreg
RA-106,2023,,0.000333,0,0.6,logreg
RA-123,2023,,0.01586,0,0.6,logreg
RA-46,2023,,0.199764,0,0.6,logreg
RA-125,2023,,0.085166,0,0.6,logreg
RA-110,2023,,0.000737,0,0.6,logreg
RA-128,2023,,0.071376,0,0.6,logreg
RA-143,2023,,0.004218,0,0.6,logreg
RA-111,2023,,0.001199,0,0.6,logreg
RA-112,2023,,0.167512,0,0.6,logreg
RA-115,2023,,0.01935,0,0.6,logreg
RA-1196,2023,,0.000633,0,0.6,logreg
RA-52,2023,,0.003217,0,0.6,logreg
RA-1197,2023,,0.036403,0,0.6,logreg
RA-108,2023,,0.009117,0,0.6,logreg
RA-1198,2023,,0.121489,0,0.6,logreg
RA-127,2023,,0.000453,0,0.6,logreg
RA-114,2023,,0.037139,0,0.6,logreg
RA-146,2023,,0.153684,0,0.6,logreg
RA-1199,2023,,0.038434,0,0.6,logreg
RA-70,2023,,0.006983,0,0.6,logreg
RA-107,2023,,5.4e-05,0,0.6,logreg
RA-1200,2023,,5.2e-05,0,0.6,logreg
RA-151,2023,,0.017984,0,0.6,logreg
RA-85,2023,,0.057442,0,0.6,logreg
RA-1201,2023,,0.000604,0,0.6,logreg
RA-131,2023,,0.04308,0,0.6,logreg
RA-132,2023,,0.000423,0,0.6,logreg
RA-133,2023,,0.01776,0,0.6,logreg
RA-104,2023,,0.069936,0,0.6,logreg
RA-137,2023,,0.030125,0,0.6,logreg
RA-144,2023,,0.000123,0,0.6,logreg
RA-1202,2023,,0.01079,0,0.6,logreg
RA-90,2023,,0.00429,0,0.6,logreg
RA-167,2023,,0.282791,0,0.6,logreg
RA-168,2023,,0.000104,0,0.6,logreg
RA-1203,2023,,0.488749,0,0.6,logreg
RA-155,2023,,0.027576,0,0.6,logreg
RA-94,2023,,0.529524,0,0.6,logreg
RA-81,2023,,0.000958,0,0.6,logreg
RA-302,2023,,0.062731,0,0.6,logreg
RA-171,2023,,0.031467,0,0.6,logreg
RA-160,2023,,0.177147,0,0.6,logreg
RA-1204,2023,,0.204478,0,0.6,logreg
RA-1205,2023,,0.338481,0,0.6,logreg
RA-173,2023,,0.344256,0,0.6,logreg
RA-166,2023,,0.001384,0,0.6,logreg
RA-175,2023,,0.120629,0,0.6,logreg
RA-153,2023,,0.000813,0,0.6,logreg
RA-1206,2023,,0.05157,0,0.6,logreg
RA-157,2023,,0.022349,0,0.6,logreg
RA-1207,2023,,0.000583,0,0.6,logreg
RA-1208,2023,,0.000351,0,0.6,logreg
RA-1209,2023,,0.30591,0,0.6,logreg
RA-158,2023,,0.002387,0,0.6,logreg
RA-161,2023,,0.000841,0,0.6,logreg
RA-164,2023,,0.313387,0,0.6,logreg
RA-1210,2023,,0.244639,0,0.6,logreg
RA-165,2023,,0.001362,0,0.6,logreg
RA-1211,2023,,0.23538,0,0.6,logreg
RA-1212,2023,,0.093479,0,0.6,logreg
RA-1213,2023,,0.16194,0,0.6,logreg
RA-40,2023,,0.376659,0,0.6,logreg
RA-1214,2023,,0.001789,0,0.6,logreg
RA-71,2023,,0.204373,0,0.6,logreg
RA-53,2023,,0.647336,1,0.6,logreg
RA-43,2023,,0.126085,0,0.6,logreg
RA-55,2023,,0.247276,0,0.6,logreg
RA-44,2023,,0.066636,0,0.6,logreg
RA-1215,2023,,0.000175,0,0.6,logreg
RA-45,2023,,0.002395,0,0.6,logreg
RA-56,2023,,0.001924,0,0.6,logreg
RA-57,2023,,0.383322,0,0.6,logreg
RA-58,2023,,0.007568,0,0.6,logreg
RA-59,2023,,0.582025,0,0.6,logreg
RA-1216,2023,,0.552579,0,0.6,logreg
RA-78,2023,,0.129961,0,0.6,logreg
RA-79,2023,,0.241888,0,0.6,logreg
RA-61,2023,,0.001422,0,0.6,logreg
RA-63,2023,,0.72038,1,0.6,logreg
RA-64,2023,,0.490999,0,0.6,logreg
RA-48,2023,,0.001928,0,0.6,logreg
RA-109,2023,,0.754391,1,0.6,logreg
RA-80,2023,,0.268615,0,0.6,logreg
RA-91,2023,,0.277924,0,0.6,logreg
RA-1217,2023,,0.092993,0,0.6,logreg
RA-92,2023,,0.244286,0,0.6,logreg
RA-96,2023,,0.469765,0,0.6,logreg
RA-1218,2023,,0.166326,0,0.6,logreg
RA-1219,2023,,0.000428,0,0.6,logreg
RA-1220,2023,,0.169216,0,0.6,logreg
RA-84,2023,,0.074329,0,0.6,logreg
RA-99,2023,,0.142882,0,0.6,logreg
RA-87,2023,,0.004213,0,0.6,logreg
RA-89,2023,,0.154278,0,0.6,logreg
RA-1221,2023,,0.510402,0,0.6,logreg
RA-27,2023,,0.003764,0,0.6,logreg
RA-1222,2023,,0.19061,0,0.6,logreg
RA-32,2023,,0.000308,0,0.6,logreg
RA-19,2023,,0.610876,1,0.6,logreg
RA-62,2023,,0.0016,0,0.6,logreg
RA-1223,2023,,0.000892,0,0.6,logreg
RA-38,2023,,0.002332,0,0.6,logreg
RA-1224,2023,,0.702418,1,0.6,logreg
RA-39,2023,,0.001936,0,0.6,logreg
RA-1225,2023,,0.719434,1,0.6,logreg
RA-76,2023,,0.008792,0,0.6,logreg
RA-26,2023,,0.620443,1,0.6,logreg
RA-1226,2023,,0.001677,0,0.6,logreg
RA-93,2023,,0.002427,0,0.6,logreg
RA-119,2023,,0.00821,0,0.6,logreg
RA-1227,2023,,0.002794,0,0.6,logreg
RA-1228,2023,,0.001165,0,0.6,logreg
RA-1229,2023,,0.001306,0,0.6,logreg
RA-98,2023,,0.010476,0,0.6,logreg
RA-172,2023,,0.01216,0,0.6,logreg
RA-86,2023,,0.001012,0,0.6,logreg
RA-1230,2023,,0.005797,0,0.6,logreg
RA-1231,2023,,0.000229,0,0.6,logreg
RA-1232,2023,,0.000262,0,0.6,logreg
RA-1233,2023,,0.000142,0,0.6,logreg
RA-1234,2023,,0.000186,0,0.6,logreg
RA-1235,2023,,0.000262,0,0.6,logreg
RA-1236,2023,,0.000163,0,0.6,logreg
RA-1237,2023,,0.000163,0,0.6,logreg
RA-1238,2023,,0.000163,0,0.6,logreg
RA-1239,2023,,0.000184,0,0.6,logreg
RA-1240,2023,,0.000297,0,0.6,logreg
RA-1241,2023,,0.000184,0,0.6,logreg
RA-1242,2023,,0.000211,0,0.6,logreg
RA-1243,2023,,0.000211,0,0.6,logreg
RA-1244,2023,,0.000184,0,0.6,logreg
RA-1245,2023,,0.000297,0,0.6,logreg
RA-1246,2023,,0.00018,0,0.6,logreg
RA-1247,2023,,0.000161,0,0.6,logreg
RA-1248,2023,,0.000297,0,0.6,logreg
RA-1249,2023,,0.000132,0,0.6,logreg
RA-1250,2023,,0.00029,0,0.6,logreg
RA-1251,2023,,0.000184,0,0.6,logreg
RA-1252,2023,,0.000161,0,0.6,logreg
RA-1253,2023,,0.000123,0,0.6,logreg
RA-1254,2023,,0.00034,0,0.6,logreg
RA-1255,2023,,0.00034,0,0.6,logreg
RA-1256,2023,,0.000241,0,0.6,logreg
RA-1257,2023,,0.000389,0,0.6,logreg
RA-1258,2023,,0.000173,0,0.6,logreg
RA-1259,2023,,0.000211,0,0.6,logreg
RA-1260,2023,,0.00034,0,0.6,logreg
RA-1261,2023,,0.000211,0,0.6,logreg
RA-1262,2023,,0.000211,0,0.6,logreg
RA-1263,2023,,0.000184,0,0.6,logreg
RA-1264,2023,,0.000184,0,0.6,logreg
RA-1265,2023,,0.000303,0,0.6,logreg
RA-1266,2023,,0.000211,0,0.6,logreg
RA-1267,2023,,0.00014,0,0.6,logreg
RA-1268,2023,,0.00034,0,0.6,logreg
RA-14,2023,,0.000262,0,0.6,logreg
RA-13,2023,,0.000347,0,0.6,logreg
RA-12,2023,,0.000234,0,0.6,logreg
RA-7,2023,,0.00031,0,0.6,logreg
RA-6,2023,,0.000204,0,0.6,logreg
RA-5,2023,,0.000215,0,0.6,logreg
RA-1,2023,,0.000164,0,0.6,logreg
RA-36,2023,,0.000229,0,0.6,logreg
RA-35,2023,,0.000229,0,0.6,logreg
RA-34,2023,,0.000347,0,0.6,logreg
RA-31,2023,,0.000229,0,0.6,logreg
RA-23,2023,,0.001067,0,0.6,logreg
RA-88,2023,,0.000376,0,0.6,logreg
RA-1269,2023,,0.000233,0,0.6,logreg
RA-49,2023,,0.000244,0,0.6,logreg
RA-1270,2023,,0.000209,0,0.6,logreg
RA-29,2023,,0.000394,0,0.6,logreg
RA-17,2023,,0.000256,0,0.6,logreg
RA-21,2023,,0.000344,0,0.6,logreg
RA-25,2023,,0.000239,0,0.6,logreg
RA-2,2023,,0.00022,0,0.6,logreg
RA-1271,2023,,0.000239,0,0.6,logreg
RA-1272,2023,,0.000239,0,0.6,logreg
RA-1273,2023,,0.000674,0,0.6,logreg
RA-1274,2023,,0.000233,0,0.6,logreg
RA-1275,2024,,0.000227,0,0.6,logreg
RA-1276,2024,,0.000471,0,0.6,logreg
RA-1277,2024,,0.001455,0,0.6,logreg
RA-868,2024,,0.363636,0,0.6,logreg
RA-1278,2024,,0.030207,0,0.6,logreg
RA-1279,2024,,0.589912,0,0.6,logreg
RA-861,2024,,0.902618,1,0.6,logreg
RA-862,2024,,0.231139,0,0.6,logreg
RA-1280,2024,,0.768911,1,0.6,logreg
RA-1281,2024,,0.757834,1,0.6,logreg
RA-895,2024,,0.682132,1,0.6,logreg
RA-884,2024,,0.661346,1,0.6,logreg
RA-1282,2024,,0.727291,1,0.6,logreg
RA-889,2024,,0.791579,1,0.6,logreg
RA-867,2024,,0.682249,1,0.6,logreg
RA-1283,2024,,0.533528,0,0.6,logreg
RA-891,2024,,0.571745,0,0.6,logreg
RA-1284,2024,,0.001685,0,0.6,logreg
RA-1012,2024,,0.536061,0,0.6,logreg
RA-1285,2024,,0.002171,0,0.6,logreg
RA-1286,2024,,0.000146,0,0.6,logreg
RA-1287,2024,,0.586853,0,0.6,logreg
RA-1288,2024,,0.001609,0,0.6,logreg
RA-1289,2024,,0.127031,0,0.6,logreg
RA-1290,2024,,0.588098,0,0.6,logreg
RA-1291,2024,,0.461172,0,0.6,logreg
RA-885,2024,,0.556273,0,0.6,logreg
RA-1292,2024,,0.165186,0,0.6,logreg
RA-1293,2024,,0.381546,0,0.6,logreg
RA-888,2024,,0.600994,1,0.6,logreg
RA-1294,2024,,0.289534,0,0.6,logreg
RA-1009,2024,,0.098197,0,0.6,logreg
RA-1013,2024,,0.074081,0,0.6,logreg
RA-1295,2024,,0.001116,0,0.6,logreg
RA-1296,2024,,0.386494,0,0.6,logreg
RA-863,2024,,0.018959,0,0.6,logreg
RA-1297,2024,,0.505202,0,0.6,logreg
RA-1014,2024,,0.0781,0,0.6,logreg
RA-880,2024,,0.14364,0,0.6,logreg
RA-886,2024,,0.375502,0,0.6,logreg
RA-1298,2024,,0.00064,0,0.6,logreg
RA-1299,2024,,0.084286,0,0.6,logreg
RA-904,2024,,0.403429,0,0.6,logreg
RA-1300,2024,,0.625105,1,0.6,logreg
RA-1301,2024,,0.164369,0,0.6,logreg
RA-1302,2024,,0.000114,0,0.6,logreg
RA-1303,2024,,0.004178,0,0.6,logreg
RA-1304,2024,,0.07618,0,0.6,logreg
RA-1305,2024,,0.275653,0,0.6,logreg
RA-1306,2024,,0.548508,0,0.6,logreg
RA-702,2024,,0.341958,0,0.6,logreg
RA-725,2024,,0.30026,0,0.6,logreg
RA-912,2024,,0.185611,0,0.6,logreg
RA-918,2024,,0.163275,0,0.6,logreg
RA-920,2024,,0.518913,0,0.6,logreg
RA-1307,2024,,4.5e-05,0,0.6,logreg
RA-1308,2024,,0.03563,0,0.6,logreg
RA-1309,2024,,0.000843,0,0.6,logreg
RA-1310,2024,,0.002089,0,0.6,logreg
RA-1311,2024,,0.000331,0,0.6,logreg
RA-1312,2024,,0.357081,0,0.6,logreg
RA-1313,2024,,0.000853,0,0.6,logreg
RA-1314,2024,,0.000577,0,0.6,logreg
RA-1315,2024,,0.001846,0,0.6,logreg
RA-921,2024,,0.614482,1,0.6,logreg
RA-1316,2024,,0.665557,1,0.6,logreg
RA-1317,2024,,0.718478,1,0.6,logreg
RA-897,2024,,0.440173,0,0.6,logreg
RA-908,2024,,0.229963,0,0.6,logreg
RA-916,2024,,0.138529,0,0.6,logreg
RA-924,2024,,0.364388,0,0.6,logreg
RA-925,2024,,0.380221,0,0.6,logreg
RA-1008,2024,,0.471657,0,0.6,logreg
RA-919,2024,,0.229071,0,0.6,logreg
RA-1318,2024,,0.324743,0,0.6,logreg
RA-1003,2024,,0.472486,0,0.6,logreg
RA-1004,2024,,0.394156,0,0.6,logreg
RA-1006,2024,,0.228712,0,0.6,logreg
RA-1319,2024,,0.391999,0,0.6,logreg
RA-858,2024,,0.346658,0,0.6,logreg
RA-905,2024,,0.030536,0,0.6,logreg
RA-907,2024,,0.530524,0,0.6,logreg
RA-1320,2024,,0.519234,0,0.6,logreg
RA-909,2024,,0.143846,0,0.6,logreg
RA-729,2024,,0.184004,0,0.6,logreg
RA-1321,2024,,0.000695,0,0.6,logreg
RA-1322,2024,,0.001153,0,0.6,logreg
RA-1323,2024,,0.253201,0,0.6,logreg
RA-1324,2024,,0.489895,0,0.6,logreg
RA-931,2024,,0.40624,0,0.6,logreg
RA-1325,2024,,0.003067,0,0.6,logreg
RA-1326,2024,,0.000528,0,0.6,logreg
RA-1327,2024,,0.000646,0,0.6,logreg
RA-1328,2024,,0.342846,0,0.6,logreg
RA-1329,2024,,0.00075,0,0.6,logreg
RA-1330,2024,,0.001683,0,0.6,logreg
RA-1331,2024,,0.000913,0,0.6,logreg
RA-944,2024,,0.147362,0,0.6,logreg
RA-1332,2024,,0.167684,0,0.6,logreg
RA-754,2024,,0.005503,0,0.6,logreg
RA-1333,2024,,0.465365,0,0.6,logreg
RA-934,2024,,0.297142,0,0.6,logreg
RA-1334,2024,,0.479379,0,0.6,logreg
RA-941,2024,,0.37046,0,0.6,logreg
RA-756,2024,,0.079276,0,0.6,logreg
RA-1335,2024,,0.19798,0,0.6,logreg
RA-773,2024,,0.020117,0,0.6,logreg
RA-938,2024,,0.242152,0,0.6,logreg
